Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Oasis petroleum inc,OAS,"",0.0,0.0,,0.1017,"",-374569.0,-100.0,soldall,0.0000000,Q1 2018,ENERGY,13F,06/30/2019,9.7445
Spirit realty capital  inc.,SRC,PRN,0.0,0.0,,0.4068,"",-8900000.0,-100.0,soldall,N/A,Q1 2019,REAL ESTATE,13F,06/30/2019,
Sprint corp,S,"",0.0,0.0,,0.023,"",-90500.0,-100.0,soldall,0.0000000,Q4 2018,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,5.7449
Twitter inc,TWTR,PRN,0.0,0.0,,0.2873,"",-6500000.0,-100.0,soldall,N/A,Q2 2018,COMMUNICATIONS,13F,06/30/2019,
Total system services inc,TSS,"",0.0,0.0,,0.2583,"",-60500.0,-100.0,soldall,0.0000000,Q1 2019,FINANCE,13F,06/30/2019,95.01
Altice usa inc,ATUS,"",0.0,0.0,,0.4812,"",-498510.0,-100.0,soldall,0.0000000,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,17.5553
Altaba inc. (yahoo),AABA,"",0.0,0.0,,0.3178,"",-95431.0,-100.0,soldall,0.0000000,Q2 2017,FINANCE,13F,06/30/2019,74.12
Newell brands inc,NWL,"",0.0,0.0,,0.2458,"",-356500.0,-100.0,soldall,0.0000000,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,15.34
Atlas air worldwide holdings inc,AAWW,PRN,0.0,0.0,,0.4822,"",-10000000.0,-100.0,soldall,N/A,Q4 2018,TRANSPORTS,13F,06/30/2019,
Cemex s.a. de c.v. series a (sponsored adr) adr,CX,PRN,0.0,0.0,,0.2236,"",-5000000.0,-100.0,soldall,N/A,Q4 2018,MATERIALS,13F,06/30/2019,
